gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000105245.9	NUMBL	11.76332189	1.322520977	0.347006162	3.811231961	0.000138276	0.000879273
ENSG00000163430.12	FSTL1	91.5112604	1.322293855	0.318789199	4.147862786	3.36E-05	0.000273487
ENSG00000179832.18	MROH1	94.05569001	1.321837496	0.259102954	5.101591762	3.37E-07	5.95E-06
ENSG00000242028.8	HYPK	13.66479521	1.31928147	0.300148674	4.395426615	1.11E-05	0.000106637
ENSG00000073169.14	SELENOO	57.35349568	1.318754987	0.205158019	6.427996316	1.29E-10	8.44E-09
ENSG00000170425.4	ADORA2B	6.94861097	1.317102239	0.557026404	2.36452389	0.018053263	0.048419741
ENSG00000152229.18	PSTPIP2	222.5745434	1.3158931	0.262942317	5.004493436	5.60E-07	9.22E-06
ENSG00000157193.18	LRP8	36.67317983	1.315326482	0.264158377	4.979310131	6.38E-07	1.01E-05
ENSG00000213937.4	CLDN9	9.154915097	1.315288374	0.439854154	2.99028294	0.002787191	0.01074621
ENSG00000161013.17	MGAT4B	303.1097381	1.315080728	0.217153654	6.055991715	1.40E-09	6.32E-08
ENSG00000148841.17	ITPRIP	475.6109458	1.314538895	0.171641786	7.658618128	1.88E-14	3.79E-12
ENSG00000213015.9	ZNF580	24.11455974	1.313989323	0.31965014	4.11071092	3.94E-05	0.000311467
ENSG00000090376.11	IRAK3	753.9158154	1.313749712	0.299477156	4.3868111	1.15E-05	0.00011025
ENSG00000084731.15	KIF3C	60.99451254	1.312363569	0.289932313	4.526448102	6.00E-06	6.39E-05
ENSG00000064932.16	SBNO2	810.4193334	1.311552503	0.231543892	5.66437962	1.48E-08	4.42E-07
ENSG00000121716.20	PILRB	19.74856323	1.311100924	0.36735362	3.569043156	0.000358287	0.0019443
ENSG00000100068.14	LRP5L	20.57066967	1.310880673	0.372924154	3.515140163	0.000439522	0.002301826
ENSG00000108839.12	ALOX12	129.2887288	1.309891306	0.295326476	4.435400864	9.19E-06	9.18E-05
ENSG00000155893.13	PXYLP1	53.34341951	1.308074832	0.250249074	5.227091591	1.72E-07	3.43E-06
ENSG00000160226.16	CFAP410	29.75265437	1.306703741	0.297832071	4.387384261	1.15E-05	0.000110037
ENSG00000132704.16	FCRL2	60.44323866	1.306499595	0.331411942	3.942222448	8.07E-05	0.000561223
ENSG00000196371.4	FUT4	63.08079543	1.306105794	0.205107663	6.367903455	1.92E-10	1.20E-08
ENSG00000238105.7	GOLGA2P5	23.17905228	1.304675294	0.354378383	3.681588258	0.000231786	0.001351114
ENSG00000138639.18	ARHGAP24	99.48710883	1.300626959	0.212371649	6.124296562	9.11E-10	4.38E-08
ENSG00000185339.9	TCN2	22.6465139	1.30018239	0.356389295	3.64820832	0.000264075	0.00150982
ENSG00000008516.18	MMP25	1362.901759	1.299889999	0.279275919	4.654500835	3.25E-06	3.93E-05
ENSG00000074855.11	ANO8	30.20461095	1.298813983	0.308223268	4.213873894	2.51E-05	0.000214523
ENSG00000176170.14	SPHK1	25.33055384	1.291389488	0.312290376	4.135220258	3.55E-05	0.000286307
ENSG00000204872.4	NAT8B	16.47202454	1.291306476	0.478520941	2.698537022	0.006964499	0.022476487
ENSG00000172893.17	DHCR7	25.53602493	1.291153389	0.303995426	4.247278996	2.16E-05	0.000189038
ENSG00000130518.17	IQCN	59.36173271	1.288836786	0.280440858	4.59575254	4.31E-06	4.92E-05
ENSG00000156414.19	TDRD9	41.91261823	1.287326913	0.325405839	3.956065802	7.62E-05	0.000536488
ENSG00000105352.10	CEACAM4	102.1687757	1.28584372	0.280816932	4.578939425	4.67E-06	5.25E-05
ENSG00000116793.16	PHTF1	90.49920584	1.285695565	0.272686629	4.714919715	2.42E-06	3.07E-05
ENSG00000133424.22	LARGE1	23.1052475	1.284463379	0.345931255	3.713059634	0.000204769	0.0012169
ENSG00000099866.16	MADCAM1	2.285755667	1.282460904	0.530203692	2.418807947	0.015571459	0.043094861
ENSG00000177191.2	B3GNT8	66.52824101	1.28129981	0.258430893	4.957997838	7.12E-07	1.11E-05
ENSG00000160908.15	ZNF394	300.8310445	1.279316519	0.181629243	7.043560262	1.87E-12	2.01E-10
ENSG00000113108.20	APBB3	40.34762106	1.278702021	0.248992999	5.135493884	2.81E-07	5.10E-06
ENSG00000128016.7	ZFP36	1207.781023	1.278666641	0.250394577	5.106606756	3.28E-07	5.83E-06
ENSG00000140853.16	NLRC5	987.1033498	1.27859633	0.207143101	6.172526736	6.72E-10	3.36E-08
ENSG00000135919.14	SERPINE2	28.0157402	1.276593739	0.384626526	3.319047575	0.00090325	0.004215373
ENSG00000106588.12	PSMA2	11.25482154	1.275919993	0.317976246	4.012626761	6.00E-05	0.00044161
ENSG00000088826.18	SMOX	364.5851135	1.274255743	0.296172801	4.302406366	1.69E-05	0.000152179
ENSG00000163220.11	S100A9	3739.727244	1.273341644	0.354789231	3.589008725	0.000331938	0.00182699
ENSG00000120278.16	PLEKHG1	69.12541556	1.272625068	0.280984214	4.529169269	5.92E-06	6.33E-05
ENSG00000239779.7	WBP1	11.42358783	1.272133953	0.333670195	3.812548956	0.000137541	0.000876632
ENSG00000166343.10	MSS51	11.93177156	1.271509521	0.279861987	4.543344863	5.54E-06	6.01E-05
ENSG00000164877.19	MICALL2	12.22252301	1.27107327	0.430788919	2.950570951	0.003171872	0.011942189
ENSG00000250571.7	GLI4	15.99686804	1.2706257	0.314474058	4.040478592	5.33E-05	0.000399586
ENSG00000188549.12	CCDC9B	23.538974	1.270087023	0.300145995	4.231564124	2.32E-05	0.000200953
ENSG00000104856.14	RELB	130.1610708	1.269945831	0.179721744	7.066178001	1.59E-12	1.76E-10
ENSG00000186193.9	SAPCD2	13.81660593	1.268840648	0.393968541	3.220664891	0.001278936	0.005635042
ENSG00000196935.9	SRGAP1	8.675258291	1.268448245	0.484412058	2.618531526	0.008830913	0.027182407
ENSG00000103005.12	USB1	180.2732264	1.268430747	0.221254198	5.73291154	9.87E-09	3.24E-07
ENSG00000084070.12	SMAP2	1831.80551	1.268383078	0.239765873	5.290090119	1.22E-07	2.56E-06
ENSG00000085465.13	OVGP1	5.028249677	1.267758301	0.473312027	2.678483175	0.007395645	0.023606857
ENSG00000095059.16	DHPS	6.222779865	1.267463485	0.524384134	2.417051552	0.015646801	0.043258454
ENSG00000187608.10	ISG15	78.85915856	1.263473302	0.457420106	2.762172642	0.005741811	0.019272772
ENSG00000213638.6	ADAT3	4.6897693	1.261620817	0.495867049	2.544272338	0.010950567	0.032356307
ENSG00000073150.14	PANX2	74.46138053	1.260789872	0.253091594	4.981555698	6.31E-07	1.01E-05
ENSG00000256235.3	SMIM3	107.5335502	1.260449573	0.305300814	4.128549665	3.65E-05	0.000292987
ENSG00000168026.19	TTC21A	18.59667727	1.260096465	0.336108766	3.749073493	0.000177489	0.001082936
ENSG00000242802.9	AP5Z1	146.9604581	1.256899427	0.206591155	6.083994376	1.17E-09	5.47E-08
ENSG00000110455.14	ACCS	26.74271073	1.255710392	0.322969334	3.888017402	0.000101066	0.000677199
ENSG00000103168.17	TAF1C	73.10547335	1.255572172	0.283536435	4.428256887	9.50E-06	9.45E-05
ENSG00000105519.18	CAPS	15.82564711	1.255067106	0.403318155	3.111853731	0.001859166	0.007662356
ENSG00000141098.13	GFOD2	147.1246227	1.255062315	0.373621387	3.359182202	0.000781735	0.003723013
ENSG00000105656.13	ELL	257.2657649	1.254555151	0.18941292	6.623387402	3.51E-11	2.66E-09
ENSG00000179388.9	EGR3	33.72816756	1.254373914	0.433023363	2.896781149	0.003770127	0.01374645
ENSG00000060558.4	GNA15	74.58940553	1.253490405	0.226071115	5.544672993	2.95E-08	7.83E-07
ENSG00000159403.18	C1R	7.222829111	1.252749739	0.430205099	2.911982543	0.003591427	0.01320998
ENSG00000198742.10	SMURF1	114.5804226	1.251012934	0.207468784	6.029885131	1.64E-09	7.19E-08
ENSG00000068024.17	HDAC4	344.5656321	1.248781482	0.168989428	7.38970182	1.47E-13	2.32E-11
ENSG00000213903.9	LTB4R	118.1380935	1.24871423	0.223192952	5.594774466	2.21E-08	6.14E-07
ENSG00000015479.20	MATR3	62.23244144	1.248539086	0.265463533	4.703241428	2.56E-06	3.22E-05
ENSG00000118046.16	STK11	533.3768416	1.247103339	0.368065269	3.388266817	0.000703358	0.003404114
ENSG00000182541.18	LIMK2	818.092927	1.246453052	0.317190364	3.929668715	8.51E-05	0.000586946
ENSG00000165644.11	COMTD1	9.077790162	1.244802965	0.376074983	3.309986096	0.000933006	0.004333597
ENSG00000128581.17	IFT22	3.023025269	1.244532963	0.473022275	2.631024011	0.008512802	0.02636297
ENSG00000196689.13	TRPV1	5.481382732	1.244268735	0.438498137	2.837569031	0.004545852	0.015979216
ENSG00000061938.21	TNK2	479.0393402	1.244213869	0.208950811	5.954577831	2.61E-09	1.07E-07
ENSG00000176945.17	MUC20	3.486849505	1.243584187	0.487040663	2.553347763	0.010669291	0.031695905
ENSG00000105321.14	CCDC9	82.32974157	1.241733086	0.234132304	5.303553007	1.14E-07	2.42E-06
ENSG00000197818.12	SLC9A8	206.1850637	1.241571416	0.188770752	6.577138674	4.80E-11	3.54E-09
ENSG00000162959.14	MEMO1	21.30247811	1.240284257	0.262940184	4.716982538	2.39E-06	3.05E-05
ENSG00000177989.14	ODF3B	81.21048909	1.240247915	0.308537348	4.01976592	5.83E-05	0.000430285
ENSG00000081052.14	COL4A4	10.96428487	1.239781256	0.424779907	2.918643833	0.003515576	0.012986708
ENSG00000156381.9	ANKRD9	270.8697528	1.238079763	0.363959385	3.401697595	0.000669687	0.003269636
ENSG00000182885.17	ADGRG3	393.0309586	1.237908	0.283363785	4.368617539	1.25E-05	0.000118275
ENSG00000048462.11	TNFRSF17	13.18062859	1.237241857	0.479687912	2.5792642	0.009901103	0.029820713
ENSG00000103647.13	CORO2B	12.46817883	1.236035914	0.458358572	2.696657139	0.007003934	0.02257189
ENSG00000185513.17	L3MBTL1	14.98235609	1.23600773	0.345062436	3.581982861	0.000340996	0.001867107
ENSG00000064999.15	ANKS1A	154.8434532	1.2342214	0.247076362	4.995303441	5.87E-07	9.57E-06
ENSG00000187800.14	PEAR1	124.4154581	1.232544765	0.284579484	4.331109009	1.48E-05	0.000136571
ENSG00000150967.18	ABCB9	9.071052376	1.232203051	0.452270631	2.724481687	0.00644025	0.021107401
ENSG00000141994.16	DUS3L	35.26576317	1.230701318	0.279180893	4.40825769	1.04E-05	0.000101873
ENSG00000052749.14	RRP12	318.477259	1.229532907	0.21884553	5.618268329	1.93E-08	5.51E-07
ENSG00000160410.15	SHKBP1	582.2290374	1.229469826	0.201536226	6.100490468	1.06E-09	4.97E-08
ENSG00000134531.10	EMP1	7.112251648	1.229358221	0.458043033	2.683936078	0.007276102	0.023278075
ENSG00000142102.16	PGGHG	479.2431521	1.227970385	0.272305658	4.509529448	6.50E-06	6.88E-05
ENSG00000074370.18	ATP2A3	1349.730837	1.227549892	0.175044727	7.01277845	2.34E-12	2.45E-10
ENSG00000182841.12	RRP7BP	21.46940683	1.224862151	0.38692553	3.165627636	0.001547488	0.006567246
ENSG00000125503.13	PPP1R12C	298.154643	1.223392084	0.212279475	5.763119968	8.26E-09	2.80E-07
ENSG00000130787.14	HIP1R	126.4755283	1.223274517	0.319619712	3.827281203	0.000129566	0.000833552
ENSG00000197063.11	MAFG	113.099491	1.222246102	0.177524245	6.884953099	5.78E-12	5.51E-10
ENSG00000085117.12	CD82	229.4024257	1.220474866	0.194037804	6.289881871	3.18E-10	1.83E-08
ENSG00000150977.11	RILPL2	119.3352229	1.219966885	0.163206026	7.475011261	7.72E-14	1.36E-11
ENSG00000214787.10	MS4A4E	20.17783689	1.219559744	0.295520245	4.126822997	3.68E-05	0.000294849
ENSG00000172780.17	RAB43	24.01605221	1.218159597	0.26147947	4.658719845	3.18E-06	3.86E-05
ENSG00000172216.6	CEBPB	799.0152163	1.216917535	0.230663934	5.275716555	1.32E-07	2.74E-06
ENSG00000071242.12	RPS6KA2	29.16676295	1.21677704	0.313329287	3.883381129	0.000103014	0.000689238
ENSG00000118369.13	USP35	27.51545007	1.21532069	0.301739546	4.027714324	5.63E-05	0.000418251
ENSG00000108963.19	DPH1	28.64767418	1.212754828	0.320938339	3.778778291	0.0001576	0.00098167
ENSG00000140932.10	CMTM2	38.75542442	1.212538586	0.431337378	2.811114104	0.004937027	0.017067282
ENSG00000070404.10	FSTL3	5.760431232	1.211147185	0.455218722	2.66058298	0.00780055	0.02468546
ENSG00000086544.3	ITPKC	34.63745369	1.210982787	0.294648028	4.109930063	3.96E-05	0.000311932
ENSG00000160796.18	NBEAL2	1929.389629	1.210224975	0.191287092	6.326746696	2.50E-10	1.50E-08
ENSG00000228315.12	GUSBP11	78.96713984	1.209796628	0.206118806	5.869414112	4.37E-09	1.64E-07
ENSG00000100228.14	RAB36	11.67679528	1.209476465	0.377903854	3.200487248	0.001371954	0.005953093
ENSG00000165030.4	NFIL3	178.9253652	1.209394916	0.275231344	4.394103149	1.11E-05	0.000107138
ENSG00000204152.14	TIMM23B	8.42913913	1.208973431	0.398621677	3.032884315	0.002422284	0.009517059
ENSG00000170638.10	TRABD	196.1495067	1.208105719	0.170693757	7.077621004	1.47E-12	1.65E-10
ENSG00000168237.18	GLYCTK	47.25890997	1.207011941	0.242656828	4.974151984	6.55E-07	1.04E-05
ENSG00000101084.18	RAB5IF	35.72415945	1.20659109	0.248273104	4.859934767	1.17E-06	1.66E-05
ENSG00000091262.17	ABCC6	9.283110261	1.206504355	0.315964944	3.818475363	0.000134279	0.000858234
ENSG00000221968.9	FADS3	15.40156461	1.206282435	0.352532152	3.421765724	0.000622159	0.003071826
ENSG00000077044.11	DGKD	639.4382727	1.205289805	0.138317422	8.713940669	2.93E-18	2.12E-15
ENSG00000174669.12	SLC29A2	7.7350335	1.205251343	0.467076063	2.580417705	0.009868087	0.029747403
ENSG00000178199.14	ZC3H12D	40.69215593	1.20476863	0.315611252	3.817255005	0.000134945	0.000861285
ENSG00000196843.17	ARID5A	197.5132219	1.203659942	0.20621043	5.837046848	5.31E-09	1.93E-07
ENSG00000126458.4	RRAS	32.59928961	1.20350993	0.2844634	4.230807647	2.33E-05	0.000201244
ENSG00000161944.16	ASGR2	35.28201308	1.203201022	0.327341814	3.675671642	0.000237224	0.001376111
ENSG00000010327.10	STAB1	276.5114541	1.203122688	0.264373163	4.550850295	5.34E-06	5.85E-05
ENSG00000105639.20	JAK3	811.8374768	1.202754582	0.208616486	5.765386082	8.15E-09	2.77E-07
ENSG00000100226.16	GTPBP1	530.3331828	1.202485029	0.170219244	7.064330676	1.61E-12	1.77E-10
ENSG00000138166.6	DUSP5	56.23171412	1.202363348	0.296617092	4.053587534	5.04E-05	0.000381372
ENSG00000167363.14	FN3K	22.74425013	1.20219042	0.464509644	2.588084953	0.009651118	0.02924762
ENSG00000079277.22	MKNK1	197.1275857	1.20204755	0.237099861	5.069794419	3.98E-07	6.87E-06
ENSG00000176788.9	BASP1	318.0689932	1.200523599	0.344857449	3.48121696	0.000499141	0.002559334
ENSG00000105404.11	RABAC1	23.03644018	1.200006781	0.243539651	4.927356905	8.33E-07	1.26E-05
ENSG00000159588.15	CCDC17	29.87526025	1.198768937	0.301733609	3.972938054	7.10E-05	0.000506354
ENSG00000178381.12	ZFAND2A	51.37576164	1.198592594	0.232227464	5.161287011	2.45E-07	4.52E-06
ENSG00000118513.19	MYB	41.45420355	1.197207097	0.291280895	4.110146312	3.95E-05	0.000311932
ENSG00000105717.14	PBX4	10.77160917	1.1965088	0.379443467	3.153325602	0.001614216	0.006791593
ENSG00000054523.19	KIF1B	381.7345231	1.196364922	0.207663243	5.76108176	8.36E-09	2.83E-07
ENSG00000213347.10	MXD3	68.9516443	1.195729346	0.222579152	5.372153384	7.78E-08	1.76E-06
ENSG00000211898.8	IGHD	180.1734667	1.19320097	0.287095276	4.156114948	3.24E-05	0.000264597
ENSG00000154839.10	SKA1	5.615111407	1.191872707	0.462237685	2.5784845	0.009923475	0.029881534
ENSG00000050628.20	PTGER3	4.405993686	1.19155451	0.494267667	2.410747436	0.015919868	0.043837968
ENSG00000154146.13	NRGN	3026.245692	1.190057658	0.28388066	4.192105442	2.76E-05	0.000232421
ENSG00000117298.16	ECE1	760.9044337	1.189788242	0.146205211	8.137796414	4.03E-16	1.38E-13
ENSG00000215908.10	CROCCP2	98.07977141	1.189708261	0.296378495	4.014151769	5.97E-05	0.000439356
ENSG00000112787.14	FBRSL1	243.3631288	1.189531426	0.217114346	5.478824623	4.28E-08	1.05E-06
ENSG00000112715.25	VEGFA	39.60254856	1.189426634	0.255308269	4.658786165	3.18E-06	3.86E-05
ENSG00000177169.10	ULK1	542.8943221	1.189206059	0.170953494	6.956313255	3.49E-12	3.45E-10
ENSG00000184489.13	PTP4A3	71.46372316	1.188994688	0.301161961	3.948024131	7.88E-05	0.000550308
ENSG00000125912.11	NCLN	162.3212602	1.188358928	0.213696409	5.560968161	2.68E-08	7.27E-07
ENSG00000151012.13	SLC7A11	8.292382262	1.187837161	0.429652827	2.76464412	0.005698493	0.019156992
ENSG00000095066.12	HOOK2	13.37269834	1.185550586	0.263969131	4.491247074	7.08E-06	7.39E-05
ENSG00000197329.12	PELI1	741.9717777	1.185073678	0.271435717	4.365945986	1.27E-05	0.000119401
ENSG00000174175.17	SELP	224.4031674	1.185025851	0.308036593	3.847029469	0.000119559	0.000776819
ENSG00000197912.16	SPG7	217.9912676	1.183156777	0.212972531	5.555443083	2.77E-08	7.45E-07
ENSG00000165914.15	TTC7B	102.5827424	1.182413072	0.274746406	4.303652557	1.68E-05	0.000151503
ENSG00000257594.4	GALNT4	9.96437444	1.182338604	0.370643486	3.189961916	0.001422915	0.00613733
ENSG00000121680.16	PEX16	60.84036258	1.181760536	0.216815824	5.450527145	5.02E-08	1.20E-06
ENSG00000076944.16	STXBP2	373.8398647	1.181458599	0.16024819	7.372679822	1.67E-13	2.54E-11
ENSG00000213316.10	LTC4S	11.35938334	1.180845823	0.437412229	2.699617759	0.006941918	0.022424718
ENSG00000089351.15	GRAMD1A	322.8476085	1.179623525	0.177035659	6.663197291	2.68E-11	2.12E-09
ENSG00000137941.17	TTLL7	14.83585574	1.178844173	0.395273741	2.982348815	0.002860459	0.010999174
ENSG00000108465.15	CDK5RAP3	39.45797335	1.178328836	0.250423983	4.705335422	2.53E-06	3.20E-05
ENSG00000110628.16	SLC22A18	40.20553723	1.176513294	0.310998558	3.783018485	0.000154938	0.000968609
ENSG00000186792.17	HYAL3	8.845386006	1.176117914	0.376444678	3.12427823	0.001782418	0.007381537
ENSG00000182511.12	FES	255.7500179	1.174752511	0.227161794	5.171435253	2.32E-07	4.33E-06
ENSG00000112290.13	WASF1	16.91865249	1.173648641	0.420165268	2.793302376	0.00521729	0.017836577
ENSG00000137331.12	IER3	68.34362658	1.173109365	0.255690519	4.588004941	4.48E-06	5.08E-05
ENSG00000181045.15	SLC26A11	37.82475894	1.172564375	0.250749067	4.676246217	2.92E-06	3.60E-05
ENSG00000205309.14	NT5M	79.33259607	1.172389117	0.315692109	3.713710551	0.000204242	0.001215353
ENSG00000141873.11	SLC39A3	51.83868703	1.17138258	0.246041023	4.76092387	1.93E-06	2.54E-05
ENSG00000100505.14	TRIM9	4.627571548	1.170463257	0.410152522	2.853726829	0.004320967	0.015361944
ENSG00000167302.11	TEPSIN	130.3099084	1.170211075	0.208792969	5.604647906	2.09E-08	5.91E-07
ENSG00000088053.11	GP6	83.75353877	1.16961358	0.306516852	3.815821453	0.000135731	0.000865496
ENSG00000144645.15	OSBPL10	55.92392809	1.167833227	0.3032206	3.851431028	0.00011743	0.000764435
ENSG00000059145.19	UNKL	159.6625434	1.167542672	0.215698215	5.412852736	6.20E-08	1.46E-06
ENSG00000113140.11	SPARC	1792.204393	1.166204057	0.294700498	3.957251733	7.58E-05	0.000534461
ENSG00000160813.7	PPP1R35	48.99101663	1.165614175	0.297246206	3.921376127	8.80E-05	0.000602906
ENSG00000107331.17	ABCA2	294.7322284	1.163726772	0.212317628	5.481065254	4.23E-08	1.05E-06
ENSG00000106133.18	NSUN5P2	20.79268805	1.163706476	0.375224101	3.101363883	0.001926314	0.007910781
ENSG00000090975.14	PITPNM2	224.0910155	1.162292926	0.246358369	4.717895042	2.38E-06	3.04E-05
ENSG00000159423.17	ALDH4A1	11.90801082	1.162287129	0.340617092	3.412298313	0.000644176	0.003165716
ENSG00000187609.16	EXD3	17.21327346	1.157259217	0.378095609	3.060758149	0.002207773	0.008838827
ENSG00000165917.10	RAPSN	6.523277581	1.157079568	0.461495324	2.507240069	0.012167804	0.035172518
ENSG00000141012.13	GALNS	109.3155906	1.157067588	0.182534258	6.338906446	2.31E-10	1.40E-08
ENSG00000167280.17	ENGASE	77.14588851	1.155822653	0.343466345	3.365170037	0.000764965	0.003653294
ENSG00000104859.15	CLASRP	121.0356297	1.15539767	0.212798028	5.429550649	5.65E-08	1.34E-06
ENSG00000126522.17	ASL	22.54681371	1.154789641	0.196029089	5.890909586	3.84E-09	1.47E-07
ENSG00000164330.17	EBF1	44.45548632	1.154185977	0.27973964	4.125929298	3.69E-05	0.000295704
ENSG00000161265.15	U2AF1L4	8.08970663	1.154131959	0.328655598	3.51167595	0.000445291	0.002329369
ENSG00000162889.11	MAPKAPK2	524.1184037	1.152829787	0.139370162	8.271711604	1.32E-16	5.36E-14
ENSG00000080947.15	CROCCP3	16.46564941	1.152749252	0.423067511	2.724740666	0.006435201	0.021100937
ENSG00000175003.15	SLC22A1	29.33880443	1.152283593	0.43240732	2.664810559	0.00770317	0.024440593
ENSG00000176155.19	CCDC57	87.50348752	1.151748029	0.240810791	4.782792426	1.73E-06	2.32E-05
ENSG00000173083.16	HPSE	177.7124686	1.151641557	0.292238199	3.940763262	8.12E-05	0.000563791
ENSG00000172985.11	SH3RF3	30.28988875	1.150417228	0.321556027	3.577657182	0.000346688	0.001890723
ENSG00000182197.13	EXT1	92.8113855	1.149900909	0.258491379	4.448507774	8.65E-06	8.70E-05
ENSG00000197879.17	MYO1C	88.89325774	1.148640003	0.239093563	4.8041444	1.55E-06	2.12E-05
ENSG00000147408.14	CSGALNACT1	151.6182371	1.148575983	0.266452041	4.310629325	1.63E-05	0.000147577
ENSG00000155034.19	FBXL18	63.03013668	1.148572205	0.217023935	5.29237573	1.21E-07	2.55E-06
ENSG00000105649.10	RAB3A	4.188200387	1.147380107	0.409026311	2.80514988	0.005029319	0.01731914
ENSG00000104524.14	PYCR3	10.17025786	1.147286863	0.43906162	2.613042931	0.008974003	0.027511717
ENSG00000166483.12	WEE1	37.45831759	1.145867344	0.26234917	4.367718578	1.26E-05	0.000118681
ENSG00000064601.21	CTSA	855.0717233	1.144709643	0.227525649	5.03112351	4.88E-07	8.14E-06
ENSG00000163945.19	UVSSA	165.3135348	1.144278614	0.216692593	5.280654025	1.29E-07	2.67E-06
ENSG00000160293.17	VAV2	61.365149	1.14399059	0.28301288	4.04218561	5.30E-05	0.000396904
ENSG00000177455.15	CD19	44.5504235	1.143532351	0.321091855	3.561386979	0.000368901	0.00198659
ENSG00000188157.15	AGRN	24.69981747	1.143477562	0.404309019	2.828226696	0.004680665	0.016348357
ENSG00000196312.15	MFSD14C	119.3951002	1.142404959	0.169707382	6.731616172	1.68E-11	1.44E-09
ENSG00000130340.17	SNX9	126.4084685	1.141834299	0.25276032	4.517458662	6.26E-06	6.64E-05
ENSG00000139190.17	VAMP1	67.58112958	1.140879087	0.206256723	5.531354662	3.18E-08	8.33E-07
ENSG00000166523.8	CLEC4E	142.5630664	1.140731685	0.388581925	2.93562724	0.003328741	0.01243044
ENSG00000169946.14	ZFPM2	6.610684541	1.140712272	0.420822225	2.710674968	0.006714641	0.021842001
ENSG00000203485.14	INF2	262.0449903	1.139461633	0.242826327	4.692496273	2.70E-06	3.37E-05
ENSG00000100644.17	HIF1A	628.0237458	1.139410532	0.221959767	5.133410192	2.85E-07	5.15E-06
ENSG00000166025.18	AMOTL1	21.85189343	1.139337488	0.279312191	4.079082561	4.52E-05	0.000347424
ENSG00000150337.14	FCGR1A	48.06500845	1.13873124	0.397945122	2.861528327	0.004216038	0.015067009
ENSG00000185800.12	DMWD	39.45347416	1.138618673	0.259026366	4.395763617	1.10E-05	0.000106547
ENSG00000174456.15	C12orf76	68.54499706	1.135155295	0.330128517	3.438525408	0.000584892	0.002924671
ENSG00000099326.9	MZF1	49.30865304	1.134570604	0.254958139	4.450027	8.59E-06	8.66E-05
ENSG00000198933.9	TBKBP1	62.96010188	1.13234607	0.263313393	4.300374011	1.71E-05	0.000153158
ENSG00000103245.14	CIAO3	32.76037944	1.13178817	0.305149727	3.708960124	0.000208112	0.001232499
ENSG00000175727.14	MLXIP	676.8364493	1.130718586	0.179483056	6.299862551	2.98E-10	1.74E-08
ENSG00000013016.16	EHD3	220.9502932	1.129480676	0.269243766	4.195011439	2.73E-05	0.000230167
ENSG00000130270.16	ATP8B3	8.595655372	1.129457042	0.391790716	2.882807058	0.003941488	0.014226696
ENSG00000113758.13	DBN1	66.15587676	1.129382888	0.230669477	4.896108933	9.78E-07	1.44E-05
ENSG00000075218.19	GTSE1	6.625743907	1.128928152	0.462816801	2.439254906	0.014717583	0.041230875
ENSG00000127415.13	IDUA	27.06023569	1.125361705	0.365874004	3.075817613	0.002099262	0.008491409
ENSG00000142949.17	PTPRF	43.34107574	1.125306659	0.433074234	2.598415167	0.009365518	0.028501764
ENSG00000177674.16	AGTRAP	165.9251564	1.123709818	0.216816954	5.182758063	2.19E-07	4.11E-06
ENSG00000140400.17	MAN2C1	154.7475614	1.123538992	0.22561518	4.979890943	6.36E-07	1.01E-05
ENSG00000243156.9	MICAL3	126.634424	1.123299031	0.270868465	4.147027708	3.37E-05	0.00027417
ENSG00000076928.18	ARHGEF1	1276.634304	1.12199032	0.204187279	5.494908046	3.91E-08	9.86E-07
ENSG00000008300.17	CELSR3	11.38940299	1.121977145	0.414986523	2.703647186	0.006858307	0.022209805
ENSG00000183506.17	PI4KAP2	16.96278254	1.121973926	0.33426693	3.356520873	0.000789298	0.003751215
ENSG00000088305.18	DNMT3B	3.120243012	1.12174326	0.448927228	2.498719595	0.012464289	0.035833199
ENSG00000135587.9	SMPD2	28.28740115	1.12040364	0.275288978	4.069918269	4.70E-05	0.000357968
ENSG00000285437.1	POLR2J3	14.02561834	1.119418683	0.331895046	3.372809261	0.000744055	0.003573339
ENSG00000099338.23	CATSPERG	7.894450014	1.117496718	0.434818052	2.570032944	0.010168884	0.03050148
ENSG00000198520.12	ARMH1	18.59983793	1.117290711	0.293703785	3.804141338	0.000142297	0.000901082
ENSG00000083838.16	ZNF446	19.86305148	1.112712035	0.306462646	3.63082434	0.000282517	0.001597283
ENSG00000197774.14	EME2	44.56238754	1.111265478	0.288286172	3.854730422	0.000115857	0.000757074
ENSG00000011422.12	PLAUR	200.7307313	1.111163617	0.252651916	4.398001947	1.09E-05	0.000105976
ENSG00000164574.16	GALNT10	318.4588267	1.111155797	0.270809634	4.103088135	4.08E-05	0.000318975
ENSG00000160298.18	C21orf58	26.23213766	1.111027708	0.351925522	3.156996685	0.001594032	0.006719034
ENSG00000140416.23	TPM1	229.7174727	1.110286374	0.312437839	3.553623272	0.000379963	0.002035771
ENSG00000137312.15	FLOT1	355.3073236	1.109759973	0.200985843	5.521582805	3.36E-08	8.76E-07
ENSG00000039650.12	PNKP	104.7953879	1.109649376	0.227615258	4.8751098	1.09E-06	1.56E-05
ENSG00000176597.12	B3GNT5	71.2458827	1.109562227	0.307794625	3.604878507	0.000312299	0.001740399
ENSG00000178057.15	NDUFAF3	130.7876444	1.109257847	0.239126708	4.638786933	3.50E-06	4.18E-05
